partner1	partner2	confidence
EIF2B4	SOX2	1.0
AGO1	SOX2	1.0
AGO2	SOX2	1.0
EIF3F	SOX2	1.0
EIF3L	SOX2	1.0
EIF4A3	SOX2	1.0
EIF4E1B	SOX2	1.0
EIF4G3	SOX2	1.0
EIF5B	SOX2	1.0
EIF6	SOX2	1.0
ELOVL1	SOX2	1.0
EMG1	SOX2	1.0
EML2	SOX2	1.0
ENDOD1	SOX2	1.0
ENO1	SOX2	1.0
EPHA7	SOX2	1.0
EPM2AIP1	SOX2	1.0
EPRS	SOX2	1.0
ERAL1	SOX2	1.0
ESYT2	SOX2	1.0
EVPL	SOX2	1.0
EXOSC10	SOX2	1.0
EXOSC5	SOX2	1.0
EXOSC6	SOX2	1.0
EXOSC7	SOX2	1.0
EXOSC9	SOX2	1.0
EZR	SOX2	1.0
FABP5	SOX2	1.0
FADS2	SOX2	1.0
FASTK	SOX2	1.0
FBL	SOX2	1.0
FEN1	SOX2	1.0
FGA	SOX2	1.0
FGB	SOX2	1.0
FGG	SOX2	1.0
FKBP4	SOX2	1.0
FLAD1	SOX2	1.0
FRMD4A	SOX2	1.0
FUBP3	SOX2	1.0
FYN	SOX2	1.0
G6PD	SOX2	1.0
GALC	SOX2	1.0
GALE	SOX2	1.0
GAPDHS	SOX2	1.0
GARS	SOX2	1.0
GBE1	SOX2	1.0
GDI1	SOX2	1.0
GDI2	SOX2	1.0
GGH	SOX2	1.0
GJA1	SOX2	1.0
GLIPR1	SOX2	1.0
GLOD4	SOX2	1.0
GLRX	SOX2	1.0
GNAI3	SOX2	1.0
GNAZ	SOX2	1.0
GNL3	SOX2	1.0
GNPTAB	SOX2	1.0
GPI	SOX2	1.0
GRSF1	SOX2	1.0
GSTP1	SOX2	1.0
GTF3C1	SOX2	1.0
GTF3C5	SOX2	1.0
GTPBP4	SOX2	1.0
H1FX	SOX2	1.0
HAL	SOX2	1.0
HARS	SOX2	1.0
HBA1	SOX2	1.0
HEATR1	SOX2	1.0
HELZ	SOX2	1.0
HELZ2	SOX2	1.0
HIP1R	SOX2	1.0
HIST1H2AD	SOX2	1.0
HJURP	SOX2	1.0
HK1	SOX2	1.0
HMOX1	SOX2	1.0
HNRNPA0	SOX2	1.0
HNRNPF	SOX2	1.0
HNRNPH2	SOX2	1.0
HNRNPUL2	SOX2	1.0
HPRT1	SOX2	1.0
HPX	SOX2	1.0
HSD17B12	SOX2	1.0
IDE	SOX2	1.0
IDH1	SOX2	1.0
IGHM	SOX2	1.0
IL1RN	SOX2	1.0
IMP3	SOX2	1.0
IMPA2	SOX2	1.0
IQCE	SOX2	1.0
IQGAP1	SOX2	1.0
ITCH	SOX2	1.0
ITGB4	SOX2	1.0
ITIH1	SOX2	1.0
ITIH4	SOX2	1.0
ITPR2	SOX2	1.0
JPH2	SOX2	1.0
KARS	SOX2	1.0
KCTD1	SOX2	1.0
KCTD15	SOX2	1.0
KCTD21	SOX2	1.0
KIAA1217	SOX2	1.0
KIDINS220	SOX2	1.0
KIF14	SOX2	1.0
KIF2A	SOX2	1.0
KLHL22	SOX2	1.0
KRR1	SOX2	1.0
KRT13	SOX2	1.0
KRT5	SOX2	1.0
KRT8	SOX2	1.0
KSR2	SOX2	1.0
LAMA3	SOX2	1.0
LARP7	SOX2	1.0
LARS	SOX2	1.0
LBP	SOX2	1.0
LCP1	SOX2	1.0
LDHA	SOX2	1.0
LDHB	SOX2	1.0
LEMD2	SOX2	1.0
LHX9	SOX2	1.0
LIG3	SOX2	1.0
LMNB1	SOX2	1.0
LMNB2	SOX2	1.0
LOXL1	SOX2	1.0
LSAMP	SOX2	1.0
LSM14A	SOX2	1.0
LSM14B	SOX2	1.0
LTV1	SOX2	1.0
LUM	SOX2	1.0
LYAR	SOX2	1.0
LZTS1	SOX2	1.0
LZTS2	SOX2	1.0
MAGED1	SOX2	1.0
MAP1A	SOX2	1.0
MAP3K13	SOX2	1.0
MARK1	SOX2	1.0
MARK2	SOX2	1.0
MARK3	SOX2	1.0
MAST2	SOX2	1.0
MDH1	SOX2	1.0
MDH2	SOX2	1.0
MED13L	SOX2	1.0
MEF2A	SOX2	1.0
MEF2C	SOX2	1.0
MEST	SOX2	1.0
MEX3C	SOX2	1.0
MEX3D	SOX2	1.0
MFAP4	SOX2	1.0
MFGE8	SOX2	1.0
MITD1	SOX2	1.0
MLLT1	SOX2	1.0
MOGS	SOX2	1.0
MRPL11	SOX2	1.0
MRPL15	SOX2	1.0
MRPL19	SOX2	1.0
MRPL2	SOX2	1.0
MRPL23	SOX2	1.0
MRPL24	SOX2	1.0
MRPL28	SOX2	1.0
MRPL4	SOX2	1.0
MRPL41	SOX2	1.0
MRPL49	SOX2	1.0
MRPL54	SOX2	1.0
MRPL9	SOX2	1.0
MRPS16	SOX2	1.0
MRPS18B	SOX2	1.0
MRPS2	SOX2	1.0
MRPS22	SOX2	1.0
MRPS23	SOX2	1.0
MRPS26	SOX2	1.0
MRPS27	SOX2	1.0
MRPS28	SOX2	1.0
MRPS34	SOX2	1.0
MRPS7	SOX2	1.0
MRPS9	SOX2	1.0
MSANTD4	SOX2	1.0
MSMO1	SOX2	1.0
MSN	SOX2	1.0
MTAP	SOX2	1.0
MTPAP	SOX2	1.0
MTX2	SOX2	1.0
MYH14	SOX2	1.0
MYO9A	SOX2	1.0
MYO9B	SOX2	1.0
NAGK	SOX2	1.0
NAP1L1	SOX2	1.0
NAPA	SOX2	1.0
NAV2	SOX2	1.0
NAV3	SOX2	1.0
NCBP2	SOX2	1.0
NDUFS3	SOX2	1.0
NEU2	SOX2	1.0
NF2	SOX2	1.0
CDC20	IDH2	1.0
CDH1	IDH2	1.0
IDH2	SIRT3	1.0
IDH2	SIRT5	1.0
KDM4A	USP14	1.0
PTEN	UBE2S	1.0
SHOC2	USP7	1.0
SHOC2	VCP	1.0
SHOC2	TRIM27	1.0
AIM2	USP21	1.0
PARP1	SPRTN	1.0
BLM	RNF4	1.0
PIDD1	PRKDC	1.0
ATR	PRKDC	1.0
HIST1H3A	RPA1	1.0
HIST1H3A	RPA2	1.0
H3F3A	RPA1	1.0
H3F3A	RPA2	1.0
HIRA	RPA1	1.0
HIRA	RPA2	1.0
AMBRA1	PINK1	1.0
AMBRA1	ATAD3A	1.0
SMYD2	TRAF2	1.0
NFKBIA	UCHL1	1.0
ALDH1B1	AMBRA1	1.0
ALDH1B1	DDB1	1.0
ALDH1B1	TRAF6	1.0
TP53	TRIM31	1.0
ACTB	TRIM31	1.0
ALB	TRIM31	1.0
ATP1A1	TRIM31	1.0
C4B	TRIM31	1.0
CAD	TRIM31	1.0
CFL1	TRIM31	1.0
CNP	TRIM31	1.0
FMR1	TRIM31	1.0
H3F3B	TRIM31	1.0
HGF	TRIM31	1.0
HSPA1B	TRIM31	1.0
MYO1C	TRIM31	1.0
NCL	TRIM31	1.0
NDUFA4	TRIM31	1.0
DRG1	TRIM31	1.0
PRPS1	TRIM31	1.0
RCN2	TRIM31	1.0
RPL7A	TRIM31	1.0
RPL10	TRIM31	1.0
RPL13	TRIM31	1.0
RPL17	TRIM31	1.0
RPL24	TRIM31	1.0
RPL36A	TRIM31	1.0
RPN1	TRIM31	1.0
RPN2	TRIM31	1.0
TRIM31	U2AF1	1.0
HIST1H4A	TRIM31	1.0
DDX21	TRIM31	1.0
RPL23	TRIM31	1.0
FLOT1	TRIM31	1.0
RBM14	TRIM31	1.0
ARFGAP1	TRIM31	1.0
MYH14	TRIM31	1.0
NAF1	TRIM31	1.0
ACTA1	TRIM31	1.0
ADH7	TRIM31	1.0
AGO2	TRIM31	1.0
AHSA1	TRIM31	1.0
AIFM1	TRIM31	1.0
AKAP8	TRIM31	1.0
AKAP8L	TRIM31	1.0
ALYREF	TRIM31	1.0
AP2B1	TRIM31	1.0
ASPH	TRIM31	1.0
BAG4	TRIM31	1.0
BANF1	TRIM31	1.0
BSG	TRIM31	1.0
BUB3	TRIM31	1.0
CALU	TRIM31	1.0
CAPRIN1	TRIM31	1.0
CCT4	TRIM31	1.0
CD59	TRIM31	1.0
CDC5L	TRIM31	1.0
CFI	TRIM31	1.0
CNBP	TRIM31	1.0
CNN2	TRIM31	1.0
COL1A1	TRIM31	1.0
COPA	TRIM31	1.0
CP	TRIM31	1.0
CPSF6	TRIM31	1.0
CPSF7	TRIM31	1.0
CTNND1	TRIM31	1.0
CTTN	TRIM31	1.0
DARS	TRIM31	1.0
DDX1	TRIM31	1.0
DDX17	TRIM31	1.0
DDX18	TRIM31	1.0
DDX3X	TRIM31	1.0
DDX5	TRIM31	1.0
DDX6	TRIM31	1.0
DHX15	TRIM31	1.0
DHX30	TRIM31	1.0
DHX36	TRIM31	1.0
DHX9	TRIM31	1.0
DICER1	TRIM31	1.0
DSG2	TRIM31	1.0
ECM1	TRIM31	1.0
EEF1G	TRIM31	1.0
EEF2	TRIM31	1.0
EIF2AK2	TRIM31	1.0
EIF2S1	TRIM31	1.0
EIF2S2	TRIM31	1.0
EIF2S3	TRIM31	1.0
EIF4A2	TRIM31	1.0
EIF4A3	TRIM31	1.0
EIF5B	TRIM31	1.0
ELAVL1	TRIM31	1.0
EMD	TRIM31	1.0
EPRS	TRIM31	1.0
ERH	TRIM31	1.0
EWSR1	TRIM31	1.0
EYA4	TRIM31	1.0
F2	TRIM31	1.0
FAM120A	TRIM31	1.0
FBL	TRIM31	1.0
FGB	TRIM31	1.0
FGG	TRIM31	1.0
FN1	TRIM31	1.0
FTSJ3	TRIM31	1.0
FUBP1	TRIM31	1.0
FUS	TRIM31	1.0
SRSF10	TRIM31	1.0
FXR1	TRIM31	1.0
FXR2	TRIM31	1.0
G3BP2	TRIM31	1.0
GAPDH	TRIM31	1.0
GNAI3	TRIM31	1.0
GNB1	TRIM31	1.0
GNB2	TRIM31	1.0
GNG12	TRIM31	1.0
GNL3	TRIM31	1.0
GRWD1	TRIM31	1.0
GSPT2	TRIM31	1.0
GTPBP1	TRIM31	1.0
HIST1H1C	TRIM31	1.0
HIST1H2BN	TRIM31	1.0
HLA-B	TRIM31	1.0
HNRNPA0	TRIM31	1.0
HNRNPA1	TRIM31	1.0
HNRNPA2B1	TRIM31	1.0
HNRNPA3	TRIM31	1.0
HNRNPAB	TRIM31	1.0
HNRNPC	TRIM31	1.0
HNRNPD	TRIM31	1.0
HNRNPDL	TRIM31	1.0
HNRNPF	TRIM31	1.0
HNRNPH1	TRIM31	1.0
HNRNPH2	TRIM31	1.0
HNRNPH3	TRIM31	1.0
HNRNPK	TRIM31	1.0
HNRNPL	TRIM31	1.0
HNRNPM	TRIM31	1.0
HNRNPR	TRIM31	1.0
HNRNPU	TRIM31	1.0
HNRNPUL1	TRIM31	1.0
HNRNPUL2	TRIM31	1.0
HOXA10	TRIM31	1.0
HSP90AB1	TRIM31	1.0
HSPA5	TRIM31	1.0
HSPA6	TRIM31	1.0
HSPA8	TRIM31	1.0
HSPA9	TRIM31	1.0
HSPD1	TRIM31	1.0
IGF2	TRIM31	1.0
IGF2BP1	TRIM31	1.0
IGF2BP2	TRIM31	1.0
IGF2BP3	TRIM31	1.0
IGLL5	TRIM31	1.0
ILF2	TRIM31	1.0
ILF3	TRIM31	1.0
JUP	TRIM31	1.0
KHDRBS1	TRIM31	1.0
KHDRBS3	TRIM31	1.0
KHSRP	TRIM31	1.0
KPNA2	TRIM31	1.0
KRT1	TRIM31	1.0
KRT10	TRIM31	1.0
KRT14	TRIM31	1.0
KRT2	TRIM31	1.0
KRT5	TRIM31	1.0
KRT72	TRIM31	1.0
KRT9	TRIM31	1.0
LMNB1	TRIM31	1.0
LRRC59	TRIM31	1.0
LUC7L3	TRIM31	1.0
LYAR	TRIM31	1.0
MAGOHB	TRIM31	1.0
MATR3	TRIM31	1.0
MAZ	TRIM31	1.0
MCM3	TRIM31	1.0
MOV10	TRIM31	1.0
MRPS17	TRIM31	1.0
MRPS22	TRIM31	1.0
MRPS27	TRIM31	1.0
MRPS34	TRIM31	1.0
RPS12	TRIM31	1.0
RPS18	TRIM31	1.0
RPS26	TRIM31	1.0
SFPQ	TRIM31	1.0
SMN1	TRIM31	1.0
SNRPD1	TRIM31	1.0
SF1	TRIM31	1.0
TAF15	TRIM31	1.0
RRP1	TRIM31	1.0
SF3B1	TRIM31	1.0
TRIM31	TUBB	1.0
MRPS9	TRIM31	1.0
MSI2	TRIM31	1.0
MTHFD1	TRIM31	1.0
MYBBP1A	TRIM31	1.0
MYH10	TRIM31	1.0
MYH9	TRIM31	1.0
MYL1	TRIM31	1.0
MYL12A	TRIM31	1.0
MYL6	TRIM31	1.0
MYO1B	TRIM31	1.0
MYO1D	TRIM31	1.0
MYO6	TRIM31	1.0
NACA	TRIM31	1.0
NAP1L1	TRIM31	1.0
NAT10	TRIM31	1.0
NOB1	TRIM31	1.0
NOLC1	TRIM31	1.0
NONO	TRIM31	1.0
NOP56	TRIM31	1.0
NPM1	TRIM31	1.0
NSUN2	TRIM31	1.0
NUDT16L1	TRIM31	1.0
NUFIP2	TRIM31	1.0
OTX1	TRIM31	1.0
PABPC1	TRIM31	1.0
PABPC4	TRIM31	1.0
PCBP1	TRIM31	1.0
PCBP2	TRIM31	1.0
PCMT1	TRIM31	1.0
PCNA	TRIM31	1.0
PFN2	TRIM31	1.0
PGAM5	TRIM31	1.0
PGRMC1	TRIM31	1.0
PHB	TRIM31	1.0
PHB2	TRIM31	1.0
PHF6	TRIM31	1.0
PHGDH	TRIM31	1.0
PKM	TRIM31	1.0
PLG	TRIM31	1.0
PPP1CC	TRIM31	1.0
PRCC	TRIM31	1.0
PRDX1	TRIM31	1.0
PRPF19	TRIM31	1.0
PRPF40A	TRIM31	1.0
PRPF8	TRIM31	1.0
PTBP1	TRIM31	1.0
PTRH2	TRIM31	1.0
PURA	TRIM31	1.0
RAB6B	TRIM31	1.0
RAN	TRIM31	1.0
RAP1B	TRIM31	1.0
RBBP7	TRIM31	1.0
RBMX	TRIM31	1.0
RBMXL1	TRIM31	1.0
RBPMS	TRIM31	1.0
RC3H2	TRIM31	1.0
RCC2	TRIM31	1.0
RPL10A	TRIM31	1.0
RPL11	TRIM31	1.0
RPL12	TRIM31	1.0
RPL13A	TRIM31	1.0
RPL14	TRIM31	1.0
RPL15	TRIM31	1.0
RPL18	TRIM31	1.0
RPL18A	TRIM31	1.0
RPL19	TRIM31	1.0
RPL21	TRIM31	1.0
RPL22	TRIM31	1.0
RPL23A	TRIM31	1.0
RPL26	TRIM31	1.0
RPL27	TRIM31	1.0
RPL27A	TRIM31	1.0
RPL28	TRIM31	1.0
RPL29	TRIM31	1.0
RPL3	TRIM31	1.0
RPL30	TRIM31	1.0
RPL31	TRIM31	1.0
RPL32	TRIM31	1.0
RPL34	TRIM31	1.0
RPL35	TRIM31	1.0
RPL35A	TRIM31	1.0
RPL36	TRIM31	1.0
RPL36AL	TRIM31	1.0
RPL37A	TRIM31	1.0
RPL38	TRIM31	1.0
RPL4	TRIM31	1.0
RPL5	TRIM31	1.0
RPL6	TRIM31	1.0
RPL7	TRIM31	1.0
RPL8	TRIM31	1.0
RPL9	TRIM31	1.0
RPLP0	TRIM31	1.0
RPLP1	TRIM31	1.0
RPLP2	TRIM31	1.0
RPS10	TRIM31	1.0
RPS11	TRIM31	1.0
RPS13	TRIM31	1.0
RPS14	TRIM31	1.0
RPS15	TRIM31	1.0
RPS15A	TRIM31	1.0
RPS16	TRIM31	1.0
RPS17	TRIM31	1.0
RPS19	TRIM31	1.0
RPS2	TRIM31	1.0
RPS20	TRIM31	1.0
RPS21	TRIM31	1.0
RPS23	TRIM31	1.0
RPS24	TRIM31	1.0
RPS25	TRIM31	1.0
RPS27	TRIM31	1.0
RPS27A	TRIM31	1.0
RPS29	TRIM31	1.0
RPS3	TRIM31	1.0
RPS3A	TRIM31	1.0
RPS4X	TRIM31	1.0
RPS5	TRIM31	1.0
RPS6	TRIM31	1.0
RPS7	TRIM31	1.0
RPS8	TRIM31	1.0
RPS9	TRIM31	1.0
RPSA	TRIM31	1.0
RRP12	TRIM31	1.0
RRP1B	TRIM31	1.0
RSL1D1	TRIM31	1.0
RTCB	TRIM31	1.0
SEC16A	TRIM31	1.0
SEC61B	TRIM31	1.0
SERBP1	TRIM31	1.0
SETD2	TRIM31	1.0
SH2D4A	TRIM31	1.0
SLC16A1	TRIM31	1.0
SLC25A3	TRIM31	1.0
SLC25A5	TRIM31	1.0
SLC39A7	TRIM31	1.0
SNRNP200	TRIM31	1.0
SNRNP70	TRIM31	1.0
SNRPA	TRIM31	1.0
SNRPE	TRIM31	1.0
SNRPN	TRIM31	1.0
SNX9	TRIM31	1.0
SRSF1	TRIM31	1.0
SRSF2	TRIM31	1.0
SRSF3	TRIM31	1.0
SRSF6	TRIM31	1.0
SRSF7	TRIM31	1.0
SRSF9	TRIM31	1.0
SS18	TRIM31	1.0
SS18L1	TRIM31	1.0
SSR4	TRIM31	1.0
STAU1	TRIM31	1.0
STRBP	TRIM31	1.0
SYNCRIP	TRIM31	1.0
TARDBP	TRIM31	1.0
TCF25	TRIM31	1.0
TGM2	TRIM31	1.0
THRAP3	TRIM31	1.0
TIA1	TRIM31	1.0
TIAL1	TRIM31	1.0
TMF1	TRIM31	1.0
TOP1	TRIM31	1.0
TRA2A	TRIM31	1.0
TRA2B	TRIM31	1.0
TRIM21	TRIM31	1.0
TRIM25	TRIM31	1.0
TRIM31	TRIM41	1.0
TRIM31	TSR1	1.0
TRIM31	TUBA1B	1.0
TRIM31	TUBA1C	1.0
TRIM31	TUBAL3	1.0
TRIM31	TUBB2A	1.0
TRIM31	TUBB2B	1.0
TRIM31	TUBB3	1.0
TRIM31	TUBB4A	1.0
TRIM31	TUBB4B	1.0
TRIM31	TUBB8	1.0
TRIM31	TUFM	1.0
TRIM31	U2AF2	1.0
TRIM31	U2SURP	1.0
TRIM31	UBA52	1.0
TRIM31	UBAP2L	1.0
TRIM31	UBTF	1.0
TRIM31	UPF1	1.0
TRIM31	USO1	1.0
TRIM31	USP47	1.0
TRIM31	VDAC1	1.0
TRIM31	XRCC6	1.0
TRIM31	YBX1	1.0
TRIM31	YBX3	1.0
TRIM31	YLPM1	1.0
TRIM31	YWHAQ	1.0
TRIM31	ZNF207	1.0
TRIM31	ZNF326	1.0
TRIM31	ZNF346	1.0
AXIN1	SQSTM1	1.0
HSPA8	NEDD8	1.0
NIN	SOX2	1.0
NKRF	SOX2	1.0
NMNAT1	SOX2	1.0
NOC4L	SOX2	1.0
NOL11	SOX2	1.0
NOM1	SOX2	1.0
NOP16	SOX2	1.0
NOP2	SOX2	1.0
NOP56	SOX2	1.0
NPEPPS	SOX2	1.0
NQO1	SOX2	1.0
NSF	SOX2	1.0
NT5C3A	SOX2	1.0
NUB1	SOX2	1.0
NUBP2	SOX2	1.0
NUDT16L1	SOX2	1.0
NUMB	SOX2	1.0
NUSAP1	SOX2	1.0
OASL	SOX2	1.0
OLA1	SOX2	1.0
OXCT1	SOX2	1.0
P4HA1	SOX2	1.0
P4HA2	SOX2	1.0
P4HB	SOX2	1.0
PABPN1	SOX2	1.0
PARK7	SOX2	1.0
PARL	SOX2	1.0
PARP4	SOX2	1.0
PBX4	SOX2	1.0
PCMT1	SOX2	1.0
PCNT	SOX2	1.0
PDCD11	SOX2	1.0
PDE4D	SOX2	1.0
PDIA3	SOX2	1.0
PEBP1	SOX2	1.0
PES1	SOX2	1.0
PFKFB1	SOX2	1.0
PFKL	SOX2	1.0
PGAP3	SOX2	1.0
PGD	SOX2	1.0
PGK1	SOX2	1.0
PGLS	SOX2	1.0
PGM2	SOX2	1.0
PHAX	SOX2	1.0
PHGDH	SOX2	1.0
PI4KA	SOX2	1.0
PKP3	SOX2	1.0
PKP4	SOX2	1.0
PLCD1	SOX2	1.0
PLCH1	SOX2	1.0
PLEKHH3	SOX2	1.0
PLP2	SOX2	1.0
PLS1	SOX2	1.0
PLS3	SOX2	1.0
PMVK	SOX2	1.0
PNO1	SOX2	1.0
PNP	SOX2	1.0
POLM	SOX2	1.0
PPIA	SOX2	1.0
PPL	SOX2	1.0
PPP1R12C	SOX2	1.0
PPP1R13L	SOX2	1.0
PPT1	SOX2	1.0
PRDX2	SOX2	1.0
PRDX6	SOX2	1.0
PREP	SOX2	1.0
PRICKLE2	SOX2	1.0
PRKCD	SOX2	1.0
PRKRA	SOX2	1.0
PRPF19	SOX2	1.0
PRPF8	SOX2	1.0
PRRC1	SOX2	1.0
PRSS12	SOX2	1.0
PRSS23	SOX2	1.0
PSIP1	SOX2	1.0
PSMA1	SOX2	1.0
PSMA4	SOX2	1.0
PSMA5	SOX2	1.0
PSMA6	SOX2	1.0
PSMA7	SOX2	1.0
PSMB1	SOX2	1.0
PSMB3	SOX2	1.0
PSMB4	SOX2	1.0
PSMC2	SOX2	1.0
PSMC3	SOX2	1.0
PSMC5	SOX2	1.0
PSMC6	SOX2	1.0
PSMD11	SOX2	1.0
PSMD12	SOX2	1.0
PSMD2	SOX2	1.0
PSMD3	SOX2	1.0
PSMD7	SOX2	1.0
PTBP2	SOX2	1.0
PTBP3	SOX2	1.0
PUF60	SOX2	1.0
PWP1	SOX2	1.0
QARS	SOX2	1.0
QDPR	SOX2	1.0
QKI	SOX2	1.0
QSOX1	SOX2	1.0
RAB10	SOX2	1.0
RAB11A	SOX2	1.0
RAB1A	SOX2	1.0
RAB25	SOX2	1.0
RAB27B	SOX2	1.0
RAB5A	SOX2	1.0
RAB6A	SOX2	1.0
RAB7A	SOX2	1.0
RAB8A	SOX2	1.0
RAC1	SOX2	1.0
RALY	SOX2	1.0
RAN	SOX2	1.0
RARS	SOX2	1.0
RBFOX1	SOX2	1.0
RBFOX2	SOX2	1.0
RBM5	SOX2	1.0
RBM8A	SOX2	1.0
RBMS1	SOX2	1.0
RBMS2	SOX2	1.0
RFC2	SOX2	1.0
RFC4	SOX2	1.0
RFC5	SOX2	1.0
RGS17	SOX2	1.0
RHOA	SOX2	1.0
RHOT1	SOX2	1.0
RNH1	SOX2	1.0
RPA1	SOX2	1.0
RPA2	SOX2	1.0
RPA3	SOX2	1.0
RPL13A	SOX2	1.0
RPL15	SOX2	1.0
RPL19	SOX2	1.0
RPL36	SOX2	1.0
RPL5	SOX2	1.0
RPL6	SOX2	1.0
RPL7L1	SOX2	1.0
RPN1	SOX2	1.0
RPS15	SOX2	1.0
RPS21	SOX2	1.0
RPS27A	SOX2	1.0
RPS4Y1	SOX2	1.0
RPSA	SOX2	1.0
RRP1	SOX2	1.0
RRP9	SOX2	1.0
RSL1D1	SOX2	1.0
RTN4	SOX2	1.0
RUNX2	SOX2	1.0
RYR1	SOX2	1.0
S100A16	SOX2	1.0
SART3	SOX2	1.0
SCD5	SOX2	1.0
SCEL	SOX2	1.0
SDAD1	SOX2	1.0
SDCBP	SOX2	1.0
SEC23A	SOX2	1.0
SEMA3B	SOX2	1.0
SEMA3C	SOX2	1.0
SEMG1	SOX2	1.0
SEMG2	SOX2	1.0
SERBP1	SOX2	1.0
SERPINA1	SOX2	1.0
SERPINA12	SOX2	1.0
SERPINB12	SOX2	1.0
SERPINB13	SOX2	1.0
SERPINB2	SOX2	1.0
SERPINB5	SOX2	1.0
SERPINB7	SOX2	1.0
SERPINB8	SOX2	1.0
SERPINC1	SOX2	1.0
SERPINE1	SOX2	1.0
SERPINF1	SOX2	1.0
SFN	SOX2	1.0
SH3BGRL2	SOX2	1.0
SIPA1L1	SOX2	1.0
SIPA1L3	SOX2	1.0
KNSTRN	SOX2	1.0
SLAIN2	SOX2	1.0
SLC25A1	SOX2	1.0
SLC25A10	SOX2	1.0
SLC25A11	SOX2	1.0
SLC25A12	SOX2	1.0
SLC25A6	SOX2	1.0
SLC2A1	SOX2	1.0
SNAP23	SOX2	1.0
SNRPA1	SOX2	1.0
SNRPB	SOX2	1.0
SNRPB2	SOX2	1.0
SNRPD2	SOX2	1.0
SNX18	SOX2	1.0
SOX1	SOX2	1.0
SOX2	SPATS2	1.0
SOX2	SPATS2L	1.0
SOX2	SPINK5	1.0
SOX2	SPTB	1.0
SOX2	SPTBN2	1.0
SOX2	SRP14	1.0
SOX2	SRPK1	1.0
SOX2	SRPK2	1.0
SOX2	SRSF9	1.0
SOX2	SSB	1.0
SOX2	SSX2IP	1.0
SOX2	ST7	1.0
SOX2	ST7L	1.0
SOX2	STAU2	1.0
SOX2	STIP1	1.0
SOX2	STOM	1.0
SOX2	STRAP	1.0
SOX2	STT3B	1.0
SOX2	SUMO2	1.0
SOX2	SUN2	1.0
SOX2	SUPV3L1	1.0
SOX2	TACSTD2	1.0
SOX2	TAGLN2	1.0
SOX2	TALDO1	1.0
SOX2	TARBP2	1.0
SOX2	TARDBP	1.0
SOX2	TBL3	1.0
SOX2	TCP1	1.0
SOX2	TECR	1.0
SOX2	TEKT1	1.0
SOX2	TF	1.0
SOX2	TFAM	1.0
SOX2	TFIP11	1.0
SOX2	TGFB1	1.0
SOX2	TGM5	1.0
SOX2	TKT	1.0
SOX2	TMED10	1.0
SOX2	TMEM109	1.0
SOX2	TNRC6A	1.0
SOX2	TNS4	1.0
SOX2	TOLLIP	1.0
SOX2	TOM1	1.0
SOX2	TOR4A	1.0
SOX2	TPI1	1.0
SOX2	TPT1	1.0
SOX2	TRA2B	1.0
SOX2	TREX2	1.0
SOX2	TRIM29	1.0
SOX2	TRIM56	1.0
SOX2	TRIOBP	1.0
SOX2	TRMT61A	1.0
SOX2	TSTA3	1.0
SOX2	TTC3	1.0
SOX2	TTR	1.0
SOX2	TUBA1B	1.0
SOX2	TUBA4A	1.0
SOX2	TYMP	1.0
SOX2	UBE2V1	1.0
SOX2	UBTF	1.0
SOX2	UBXN7	1.0
SOX2	UCHL3	1.0
SOX2	UGP2	1.0
SOX2	ULBP3	1.0
SOX2	UPF3B	1.0
SOX2	USP44	1.0
SOX2	UTP15	1.0
SOX2	UTP18	1.0
SOX2	UTP3	1.0
SOX2	UTP6	1.0
SOX2	VAPB	1.0
SOX2	VAT1	1.0
SOX2	VPS35	1.0
SOX2	VRK3	1.0
SOX2	WDR1	1.0
SOX2	WDR82	1.0
SOX2	WRN	1.0
SOX2	XPNPEP3	1.0
SOX2	XRN1	1.0
SOX2	YES1	1.0
SOX2	YLPM1	1.0
SOX2	YOD1	1.0
SOX2	YWHAE	1.0
SOX2	YWHAG	1.0
SOX2	ZFR	1.0
SOX2	ZNF169	1.0
SOX2	ZNF185	1.0
SOX2	ZNF267	1.0
SOX2	ZNF638	1.0
SOX2	ZNF71	1.0
DDX3X	USP9X	1.0
ANXA10	PKD1	1.0
PKD1	TRIM41	1.0
PRKCD	PTOV1	1.0
DYRK1A	PTOV1	1.0
HUWE1	PTOV1	1.0
FBXW7	VDAC3	1.0
ITCH	TNFAIP3	1.0
NLRP1	TRIM25	1.0
EZH2	PRMT1	1.0
KDM1A	PRMT1	1.0
HDAC1	PRMT1	1.0
PRMT1	PSMD2	1.0
PRMT1	PSMD4	1.0
PRMT1	PSMA2	1.0
ADRM1	PRMT1	1.0
PRMT1	RPS3	1.0
PRMT1	RPL24	1.0
PRMT1	RPL26	1.0
PRMT1	USP7	1.0
PSMD2	USP7	1.0
RPS3	USP7	1.0
RPL26	USP7	1.0
BAP1	HMGB1	1.0
HDAC1	HMGB1	1.0
BAP1	HDAC1	1.0
EIF3A	ERCC8	1.0
ERCC8	MVP	1.0
ERCC8	HDAC7	1.0
CCT3	ERCC8	1.0
CCT8	ERCC8	1.0
COPS7B	ERCC8	1.0
DHX9	ERCC8	1.0
EIF3L	ERCC8	1.0
EIF3K	ERCC8	1.0
ERCC8	FECH	1.0
ERCC8	FLNA	1.0
ERCC8	HNRNPD	1.0
ERCC8	IQGAP1	1.0
ERCC8	PRKCA	1.0
ERCC8	PRMT5	1.0
ERCC8	PRPF8	1.0
ERCC8	RPSA	1.0
