partner1	partner2	confidence
RHOD	TMEM109	1.0
RHOD	TMEM201	1.0
RHOD	TMEM209	1.0
RHOD	TMEM214	1.0
RHOD	TMEM87A	1.0
KIAA1109	RHOD	1.0
RHOD	SLC25A1	1.0
RHOD	TRMT10C	1.0
RHOD	TPM4	1.0
RHOD	TNFRSF10A	1.0
CDKN2A	RHOD	1.0
LYN	RHOD	1.0
RHOD	UBE2J1	1.0
CMPK1	RHOD	1.0
MYO18A	RHOD	1.0
RHOD	VASN	1.0
RHOD	VTI1B	1.0
RHOD	VAMP7	1.0
RHOD	SEC22B	1.0
LRRC8A	RHOD	1.0
RHOD	WDR1	1.0
RHOD	SLC39A7	1.0
GIT2	RHOD	1.0
DDX18	RHOD	1.0
CCM2	RHOD	1.0
DNAJC10	RHOD	1.0
EPHA5	RHOD	1.0
RHOD	SSRP1	1.0
HLA-B	RHOD	1.0
ITGA1	RHOD	1.0
ITGB1BP1	RHOD	1.0
CYP51A1	RHOD	1.0
MDN1	RHOD	1.0
MAP4K4	RHOD	1.0
NDUFV1	RHOD	1.0
NUP205	RHOD	1.0
ARL6IP5	RHOD	1.0
PREB	RHOD	1.0
LAMTOR3	RHOD	1.0
REEP4	RHOD	1.0
ERBB2	RHOD	1.0
RHOD	SEPT10	1.0
MTOR	RHOD	1.0
RHOD	SPCS3	1.0
RHOD	SNAPIN	1.0
RHOD	SMPD4	1.0
RHOD	STX4	1.0
MAPKAP1	RHOD	1.0
PUS1	RHOD	1.0
RHOD	YARS2	1.0
MYO19	RHOD	1.0
LRRC8D	RHOD	1.0
ATP6AP1	RHOD	1.0
RHOD	WASF2	1.0
RHOD	SLC7A6	1.0
ARPC3	RHOD	1.0
RHOD	SCD	1.0
CDH2	RHOD	1.0
CSNK1G3	RHOD	1.0
CTNNA1	RHOD	1.0
DHRS7B	RHOD	1.0
NDC1	RHOD	1.0
PIK3C2A	RHOD	1.0
RHOD	TPM1	1.0
RHOD	TUBB2A	1.0
MCM6	RHOD	1.0
PALM2	RHOD	1.0
RAB32	RHOD	1.0
DOCK7	RHOD	1.0
NDUFA10	RHOD	1.0
PLCB4	RHOF	1.0
RHOF	RPL13A	1.0
DHCR7	RHOF	1.0
ABCE1	RHOF	1.0
DDX50	RHOF	1.0
DHX30	RHOF	1.0
COPG1	RHOF	1.0
C1QBP	RHOF	1.0
RHOF	SLC7A11	1.0
RHOF	SPECC1	1.0
DOCK7	RHOF	1.0
DENND4C	RHOF	1.0
DAB2	RHOF	1.0
PRKDC	RHOF	1.0
RHOF	STT3A	1.0
MAP2K2	RHOF	1.0
DAG1	RHOF	1.0
EHBP1	RHOF	1.0
EHD2	RHOF	1.0
EMD	RHOF	1.0
RHOF	STOM	1.0
CAPZB	RHOF	1.0
FLOT1	RHOF	1.0
FMNL1	RHOF	1.0
MUC13	RHOF	1.0
MYOF	RHOF	1.0
NSFL1C	RHOF	1.0
NUP205	RHOF	1.0
EPB41	RHOF	1.0
PCDH17	RHOF	1.0
RAB1A	RHOF	1.0
RAB5C	RHOF	1.0
RAB8A	RHOF	1.0
RHOF	SLITRK5	1.0
RHOF	SLC38A1	1.0
RHOF	TNS3	1.0
RHOF	TMEM237	1.0
PTPN11	RHOF	1.0
MYO9B	RHOF	1.0
RHOF	ZC3HAV1	1.0
ATP2A2	RHOF	1.0
MYO1C	RHOF	1.0
ACTN1	RHOF	1.0
DDX54	RHOF	1.0
FBL	RHOF	1.0
PLCB3	RHOF	1.0
MRPL16	RHOF	1.0
RHOF	RPS12	1.0
RHOF	RPS13	1.0
PRKAG1	RHOF	1.0
NMD3	RHOF	1.0
RHOF	RPL36AL	1.0
RHOF	RPL37A	1.0
RHOF	RPL38	1.0
RHOF	SLC33A1	1.0
FIBP	RHOF	1.0
ACTA2	RHOF	1.0
FADS1	RHOF	1.0
RHOF	SLC35B2	1.0
ARL13B	RHOF	1.0
AFG3L2	RHOF	1.0
AAAS	RHOF	1.0
AUP1	RHOF	1.0
ANO6	RHOF	1.0
ANTXR1	RHOF	1.0
AP3M1	RHOF	1.0
GIT2	RHOF	1.0
AGFG1	RHOF	1.0
ATXN10	RHOF	1.0
ATL3	RHOF	1.0
ATAD2	RHOF	1.0
ATAD3A	RHOF	1.0
ABCB7	RHOF	1.0
PFKM	RHOF	1.0
PFKP	RHOF	1.0
B2M	RHOF	1.0
PARVB	RHOF	1.0
BLVRA	RHOF	1.0
BMPR2	RHOF	1.0
C2CD2	RHOF	1.0
MCU	RHOF	1.0
CANX	RHOF	1.0
PRKACA	RHOF	1.0
RHOF	SLC7A2	1.0
CD44	RHOF	1.0
CEP89	RHOF	1.0
CCM2	RHOF	1.0
PCYT1A	RHOF	1.0
NCAPG	RHOF	1.0
NCAPD3	RHOF	1.0
ATP7A	RHOF	1.0
CAND1	RHOF	1.0
CXCR4	RHOF	1.0
RHOF	UQCRC2	1.0
DYNC1LI1	RHOF	1.0
CYFIP1	RHOF	1.0
DHRS7B	RHOF	1.0
DRG2	RHOF	1.0
DCBLD1	RHOF	1.0
LIG3	RHOF	1.0
MSH3	RHOF	1.0
MCM5	RHOF	1.0
RHOF	TOP2B	1.0
RHOF	STT3B	1.0
MAP2K3	RHOF	1.0
ITCH	RHOF	1.0
EHD1	RHOF	1.0
EPHB4	RHOF	1.0
EGFR	RHOF	1.0
RHOF	SLC29A1	1.0
ETF1	RHOF	1.0
CSE1L	RHOF	1.0
RHOF	XPO5	1.0
RHOF	XPOT	1.0
RHOF	SUPT16H	1.0
RHOF	SSRP1	1.0
FANCI	RHOF	1.0
FSCN1	RHOF	1.0
FASTKD2	RHOF	1.0
GPRIN1	RHOF	1.0
RHOF	TUBGCP2	1.0
GRWD1	RHOF	1.0
PIGS	RHOF	1.0
RHOF	SLC7A1	1.0
HLA-A	RHOF	1.0
HLA-C	RHOF	1.0
HTT	RHOF	1.0
HIP1	RHOF	1.0
HIP1R	RHOF	1.0
KPNA1	RHOF	1.0
ITGAV	RHOF	1.0
KIF26B	RHOF	1.0
KRIT1	RHOF	1.0
FLRT2	RHOF	1.0
LONP1	RHOF	1.0
HELLS	RHOF	1.0
LPCAT1	RHOF	1.0
MBOAT7	RHOF	1.0
MAGT1	RHOF	1.0
MELK	RHOF	1.0
CHCHD3	RHOF	1.0
MDN1	RHOF	1.0
MINK1	RHOF	1.0
RHOF	TOMM40	1.0
MTG1	RHOF	1.0
MAP4K4	RHOF	1.0
MMS19	RHOF	1.0
RHOF	SLC16A1	1.0
RHOF	SLC16A7	1.0
RHOF	SLC16A3	1.0
MRTO4	RHOF	1.0
ABCC5	RHOF	1.0
MPDZ	RHOF	1.0
MPZL1	RHOF	1.0
MYL6B	RHOF	1.0
POR	RHOF	1.0
RHOF	SLC11A2	1.0
NCKAP1	RHOF	1.0
RHOF	WWP2	1.0
NEDD8	RHOF	1.0
NCLN	RHOF	1.0
NDC1	RHOF	1.0
OLR1	RHOF	1.0
PANX1	RHOF	1.0
PARD3	RHOF	1.0
PDZD11	RHOF	1.0
PPIA	RHOF	1.0
PIP5K1C	RHOF	1.0
PICALM	RHOF	1.0
PTDSS1	RHOF	1.0
PACS1	RHOF	1.0
PDGFRB	RHOF	1.0
PLXNA1	RHOF	1.0
PODXL	RHOF	1.0
PODXL2	RHOF	1.0
MTPAP	RHOF	1.0
ARL6IP5	RHOF	1.0
RARS2	RHOF	1.0
DDX31	RHOF	1.0
DDX47	RHOF	1.0
DDX52	RHOF	1.0
DDX56	RHOF	1.0
ATP13A3	RHOF	1.0
RHOF	ZDHHC8	1.0
ATP11A	RHOF	1.0
RHOF	USP9X	1.0
PDCD6IP	RHOF	1.0
PHB	RHOF	1.0
PCNA	RHOF	1.0
DIAPH1	RHOF	1.0
PACSIN3	RHOF	1.0
PRKCI	RHOF	1.0
RHOF	TMTC3	1.0
RHOF	TANC1	1.0
FAT1	RHOF	1.0
LAMTOR1	RHOF	1.0
RALGAPB	RHOF	1.0
RASA3	RHOF	1.0
IQGAP3	RHOF	1.0
RAB11B	RHOF	1.0
RAB2A	RHOF	1.0
RAB9A	RHOF	1.0
RAP1B	RHOF	1.0
PTPRJ	RHOF	1.0
RHOF	SYDE1	1.0
RHOF	ROCK1	1.0
AHCYL1	RHOF	1.0
RHOF	SCARB1	1.0
RHOF	SCFD1	1.0
RHOF	SEMA6D	1.0
RHOF	SEPT10	1.0
MTOR	RHOF	1.0
PKN2	RHOF	1.0
RHOF	SFXN1	1.0
RHOF	SEC11A	1.0
RHOF	SPCS1	1.0
RHOF	SRP9	1.0
RHOF	SRPRB	1.0
RHOF	SIPA1L3	1.0
PDS5B	RHOF	1.0
RHOF	UTP20	1.0
RHOF	SLC6A6	1.0
RHOF	SLC9A1	1.0
ATP1B1	RHOF	1.0
RHOF	SLC38A5	1.0
RHOF	SLC20A2	1.0
RHOF	SLC12A4	1.0
RHOF	SLC2A1	1.0
RHOF	SLC22A4	1.0
RHOF	SLC26A6	1.0
RHOF	SLCO3A1	1.0
RHOF	SLCO4A1	1.0
RHOF	SOAT1	1.0
NSDHL	RHOF	1.0
RHOF	STON2	1.0
RHOF	STIM1	1.0
RHOF	STIM2	1.0
RHOF	SAE1	1.0
RHOF	SYAP1	1.0
RHOF	STX10	1.0
RHOF	STX5	1.0
RHOF	STX6	1.0
RHOF	STXBP3	1.0
RHOF	TELO2	1.0
RHOF	TMX1	1.0
RHOA	RHOF	1.0
RHOF	VCP	1.0
RHOF	TM9SF3	1.0
RHOF	TMEM201	1.0
KIAA1109	RHOF	1.0
RHOF	SLC25A1	1.0
NSUN2	RHOF	1.0
RHOF	TRMT10C	1.0
RHOF	TUBB2A	1.0
RHOF	TNFRSF10A	1.0
CDKN2A	RHOF	1.0
FYN	RHOF	1.0
RHOF	YARS	1.0
RHOF	YARS2	1.0
CMPK1	RHOF	1.0
MYO1E	RHOF	1.0
MYO5A	RHOF	1.0
RHOF	UACA	1.0
RHOF	VPS52	1.0
RHOF	VASN	1.0
RHOF	VAPA	1.0
RHOF	VAPB	1.0
RHOF	SEC22B	1.0
LRRC8A	RHOF	1.0
RHOF	WDR45	1.0
RHOF	WDR11	1.0
RHOF	SLC7A6	1.0
RHOF	SLC39A7	1.0
PIKFYVE	RHOF	1.0
ARFGEF2	RHOF	1.0
CLDND1	RHOF	1.0
DNAJC10	RHOF	1.0
EPPK1	RHOF	1.0
EXOC3	RHOF	1.0
GBF1	RHOF	1.0
RHEB	RHOF	1.0
EIF2AK2	RHOF	1.0
KIF22	RHOF	1.0
MDFIC	RHOF	1.0
RHOF	ZDHHC20	1.0
PIK3C2A	RHOF	1.0
NDRG1	RHOF	1.0
RHOF	THEM6	1.0
FAT4	RHOF	1.0
RDX	RHOF	1.0
RHOF	RRAS2	1.0
PRPS1	RHOF	1.0
RHOF	SEPT11	1.0
RHOF	STK10	1.0
CDKN1A	PKM	1.0
GNB1	KCTD5	1.0
GNB1	KCTD2	1.0
ZER1	ZNF701	1.0
GIMAP5	ZER1	1.0
CHEK1	USP37	1.0
CDH1	CHEK1	1.0
AURKB	USP37	1.0
AURKB	CDH1	1.0
CDK1	CREB1	1.0
PPP1R10	TERF2	1.0
EXO1	NBN	1.0
PLK1	SEPT9	1.0
PIN1	SEPT9	1.0
BMPR2	INHBA	1.0
ATR	MSH3	1.0
MSH3	RPA1	1.0
MSH3	RPA2	1.0
HMGA1	MAPK1	1.0
GLUD1	RNF13	1.0
GLUD1	RNF213	1.0
RNF213	UBE2K	1.0
CSNK2A1	TINF2	1.0
FBXO22	PHLPP1	1.0
PIK3R4	USP11	1.0
PIK3C3	USP11	1.0
ATG14	USP11	1.0
BECN1	USP11	1.0
NRBF2	USP11	1.0
MTOR	USP11	1.0
AICDA	USP10	1.0
AKT1	USP10	1.0
ANAPC10	NLRP3	1.0
RANGAP1	SUMO2	1.0
PML	UBC	1.0
SALL1	SUMO2	1.0
TP53	ZWINT	1.0
MDM2	ZWINT	1.0
ANAPC10	PYCARD	1.0
ANAPC10	CASP1	1.0
ASXL1	BRD4	1.0
ASXL2	BRD4	1.0
FBXW8	TRIB1	1.0
SKP2	USP21	1.0
SKP2	USP2	1.0
CCND2	SKP2	1.0
CDCA5	SPOP	1.0
ETS1	HUWE1	1.0
HELZ2	MYC	1.0
HELZ2	HUWE1	1.0
AR	UHRF1	1.0
CD274	USP5	1.0
KTN1	PSMA1	1.0
ADRM1	KTN1	1.0
EGFR	FBXL2	1.0
MAVS	N4BP3	1.0
DDX58	N4BP3	1.0
ATG5	MYC	1.0
ATG5	FBXW7	1.0
ATG5	SKP2	1.0
LAMTOR1	STK11	1.0
AXIN1	LAMTOR1	1.0
LAMTOR1	PRKAA2	1.0
RARA	SMAD3	1.0
CDK5	PIP5K1C	1.0
CDK1	PIP5K1C	1.0
GMNN	SPOP	1.0
CDT1	SPOP	1.0
CDT1	ORC2	1.0
CYLD	NFE2L2	1.0
HIF1A	RUNX1T1	1.0
GSK3B	RUNX1T1	1.0
EGLN1	RUNX1T1	1.0
FBXW7	RUNX1T1	1.0
TRIM54	TTN	1.0
STUB1	TTN	1.0
SHARPIN	VHL	1.0
CLSPN	MCM2	1.0
MAP3K7	USP8	1.0
FASN	SNX8	1.0
SNX8	TRIM28	1.0
SNX8	WDR34	1.0
FASN	TRIM28	1.0
FASN	TRIM21	1.0
ITGAV	SYVN1	1.0
HACE1	NFE2L2	1.0
FBXW7	ZMYND8	1.0
FBXW7	HDAC7	1.0
BLM	USP37	1.0
CNIH2	GRIA1	1.0
E2F6	USP22	1.0
MAP3K5	NEDD4	1.0
ATM	USP37	1.0
KAT2B	MCL1	1.0
MCL1	SERPINH1	1.0
MCL1	SIRT1	1.0
MCL1	SIRT2	1.0
MCL1	SIRT3	1.0
SIRT6	ZNF83	1.0
HIST1H3A	SIRT6	1.0
PARP1	ZNF83	1.0
RB1	RLIM	1.0
NR3C1	UHRF1	1.0
JUN	UHRF1	1.0
EIF2AK2	PA2G4	1.0
FBP1	FBXW7	1.0
NPM1	WWP1	1.0
DAXX	MORC3	1.0
PGAM5	RNF5	1.0
CHEK1	CSNK2B	1.0
NXF1	NXT2	1.0
ARPC1A	PLK4	1.0
ARPC1B	PLK4	1.0
ARPC2	PLK4	1.0
CDC42BPA	PLK4	1.0
CENPJ	PLK4	1.0
CEP152	PLK4	1.0
CEP192	PLK4	1.0
CEP350	PLK4	1.0
CEP63	PLK4	1.0
FGFR1OP	PLK4	1.0
FRMPD1	PLK4	1.0
GJA1	PLK4	1.0
GNG12	PLK4	1.0
GSN	PLK4	1.0
H2AFZ	PLK4	1.0
HIST1H2AA	PLK4	1.0
MPRIP	PLK4	1.0
NEDD1	PLK4	1.0
PLK4	SASS6	1.0
PLK4	SH3BGRL2	1.0
PLK4	STIL	1.0
PLK4	TMOD2	1.0
ACTA1	PLK4	1.0
CAPZA2	PLK4	1.0
CGN	PLK4	1.0
GNAI2	PLK4	1.0
LSR	PLK4	1.0
NME7	PLK4	1.0
AIF1L	PLK4	1.0
PLK4	TXNL1	1.0
ARPC5	PLK4	1.0
CAMK2D	PLK4	1.0
ACTR2	PLK4	1.0
ALMS1	PLK4	1.0
CEP85	PLK4	1.0
FLII	PLK4	1.0
PLK4	WDR1	1.0
ACTBL2	PLK4	1.0
PLK4	TWF1	1.0
ACTR3	PLK4	1.0
NEXN	PLK4	1.0
APC	PLK4	1.0
AR	YAP1	1.0
SKP2	USP10	1.0
BTRC	SLC16A3	1.0
FBXW7	SLC16A3	1.0
SLC16A3	UBE2I	1.0
PTEN	USP25	1.0
SP1	ZRANB1	1.0
CDK1	PTPN1	1.0
PLK1	PTPN1	1.0
PAF1	PML	1.0
FOXP3	SUV39H1	1.0
CSNK1A1	NLRP3	1.0
MFF	TRAF3	1.0
CSNK2A2	TRAF3	1.0
SOCS2	UBC	1.0
SOCS2	SQSTM1	1.0
MAP1LC3B	SOCS2	1.0
LAMP2	SOCS2	1.0
MTOR	SOCS2	1.0
ATRX	IMP3	1.0
ATRX	ZBTB4	1.0
ATRX	ZFHX4	1.0
AP3S1	RNF13	1.0
AP3D1	RNF13	1.0
AAMP	RHOA	1.0
PELI1	PYCARD	1.0
GRAMD4	MAP3K7	1.0
GRAMD4	ITCH	1.0
GRAMD4	SRSF7	1.0
GRAMD4	IGHG2	1.0
GRAMD4	HIST1H1E	1.0
GRAMD4	PHAX	1.0
GRAMD4	RBMS2	1.0
EIF2S3	GRAMD4	1.0
COPG2	GRAMD4	1.0
ACIN1	GRAMD4	1.0
GRAMD4	RBMXL1	1.0
GRAMD4	RPN1	1.0
GRAMD4	MTHFD1	1.0
GRAMD4	SLC25A11	1.0
GRAMD4	POLD1	1.0
GRAMD4	SSBP1	1.0
GRAMD4	SDHA	1.0
GRAMD4	RPA1	1.0
GRAMD4	TRIM28	1.0
GRAMD4	NOA1	1.0
DNAJC10	GRAMD4	1.0
GRAMD4	NAT10	1.0
GRAMD4	SYNCRIP	1.0
CSDE1	GRAMD4	1.0
FIP1L1	GRAMD4	1.0
GRAMD4	RPSA	1.0
GRAMD4	PRDX1	1.0
DKC1	GRAMD4	1.0
DDX3X	GRAMD4	1.0
SOX2	WWP2	1.0
SEPT2	SOX2	1.0
SEPT7	SOX2	1.0
SEPT8	SOX2	1.0
A1BG	SOX2	1.0
A2M	SOX2	1.0
A2ML1	SOX2	1.0
ABCC2	SOX2	1.0
ABCD3	SOX2	1.0
ABCE1	SOX2	1.0
ABLIM3	SOX2	1.0
ACAT1	SOX2	1.0
ACAT2	SOX2	1.0
ACER1	SOX2	1.0
ACSL3	SOX2	1.0
ACTR10	SOX2	1.0
ACTR1A	SOX2	1.0
ADAR	SOX2	1.0
ADH7	SOX2	1.0
AGT	SOX2	1.0
AHCY	SOX2	1.0
AHSG	SOX2	1.0
AIFM1	SOX2	1.0
SLC45A2	SOX2	1.0
AIMP1	SOX2	1.0
AKAP8L	SOX2	1.0
AKR1A1	SOX2	1.0
ALDH2	SOX2	1.0
ALDH9A1	SOX2	1.0
ALYREF	SOX2	1.0
ANKHD1	SOX2	1.0
ANKRD17	SOX2	1.0
ANKRD26	SOX2	1.0
ANXA1	SOX2	1.0
ANXA4	SOX2	1.0
ANXA5	SOX2	1.0
ANXA7	SOX2	1.0
ANXA9	SOX2	1.0
AP2M1	SOX2	1.0
APOA1	SOX2	1.0
APOA4	SOX2	1.0
ARHGAP21	SOX2	1.0
ARHGDIA	SOX2	1.0
ARHGEF40	SOX2	1.0
ASPH	SOX2	1.0
ASPRV1	SOX2	1.0
ATAD3A	SOX2	1.0
ATP6V1A	SOX2	1.0
ATP6V1B1	SOX2	1.0
ATP6V1B2	SOX2	1.0
ATP6V1E1	SOX2	1.0
ATP6V1H	SOX2	1.0
ATXN3	SOX2	1.0
AZGP1	SOX2	1.0
BCAS2	SOX2	1.0
BDH1	SOX2	1.0
BLVRB	SOX2	1.0
BRSK1	SOX2	1.0
RTCB	SOX2	1.0
C2CD3	SOX2	1.0
C3	SOX2	1.0
C4A	SOX2	1.0
C5	SOX2	1.0
CANX	SOX2	1.0
CAP1	SOX2	1.0
CAPG	SOX2	1.0
CAPN1	SOX2	1.0
CAT	SOX2	1.0
CBR1	SOX2	1.0
CCDC85B	SOX2	1.0
CCS	SOX2	1.0
CCT2	SOX2	1.0
CCT4	SOX2	1.0
CCT5	SOX2	1.0
CCT6A	SOX2	1.0
CCT7	SOX2	1.0
CCT8	SOX2	1.0
CD58	SOX2	1.0
CDC42BPA	SOX2	1.0
CELSR1	SOX2	1.0
CEP170	SOX2	1.0
CEPT1	SOX2	1.0
CFB	SOX2	1.0
CHD3	SOX2	1.0
CHPF	SOX2	1.0
CHRNB2	SOX2	1.0
CHTOP	SOX2	1.0
CIT	SOX2	1.0
CKAP2	SOX2	1.0
CKAP2L	SOX2	1.0
CKAP4	SOX2	1.0
CKAP5	SOX2	1.0
CKB	SOX2	1.0
CKMT1A	SOX2	1.0
CLIC1	SOX2	1.0
CLU	SOX2	1.0
CMPK1	SOX2	1.0
CNOT1	SOX2	1.0
CNTLN	SOX2	1.0
COL11A1	SOX2	1.0
COL13A1	SOX2	1.0
COL8A1	SOX2	1.0
COMP	SOX2	1.0
COPE	SOX2	1.0
CP	SOX2	1.0
CPSF4	SOX2	1.0
CRABP2	SOX2	1.0
CRYAB	SOX2	1.0
CSNK1A1	SOX2	1.0
CYTH1	SOX2	1.0
DAP3	SOX2	1.0
DARS	SOX2	1.0
DCTN2	SOX2	1.0
DDAH2	SOX2	1.0
DDOST	SOX2	1.0
DDX18	SOX2	1.0
DDX21	SOX2	1.0
DDX27	SOX2	1.0
DDX28	SOX2	1.0
DDX39A	SOX2	1.0
DDX56	SOX2	1.0
DGCR8	SOX2	1.0
DIMT1	SOX2	1.0
DLG5	SOX2	1.0
DLST	SOX2	1.0
DNAJA1	SOX2	1.0
DNAJB6	SOX2	1.0
DNAJC16	SOX2	1.0
DPM1	SOX2	1.0
PSMA5	PSMD2	1.0
PSMA3	PSMD2	1.0
PSMA4	PSMD2	1.0
PSMA7	PSMD2	1.0
PSMA5	PSMC4	1.0
RNF43	VANGL2	1.0
RNF43	VANGL1	1.0
RNF43	ROR1	1.0
RNF43	ROR2	1.0
CPD	RNF43	1.0
RNF43	SNRPC	1.0
POM121	RNF43	1.0
GOLGA5	RNF43	1.0
RBM14	RNF43	1.0
MTHFS	RNF43	1.0
RNF43	SEPT9	1.0
NUPL2	RNF43	1.0
ARFGAP1	RNF43	1.0
RNF43	SENP2	1.0
ABLIM1	RNF43	1.0
ACBD3	RNF43	1.0
AHCTF1	RNF43	1.0
AHNAK2	RNF43	1.0
ALDH3A2	RNF43	1.0
ALMS1	RNF43	1.0
AMOT	RNF43	1.0
ANK3	RNF43	1.0
ANKLE2	RNF43	1.0
ANKRD26	RNF43	1.0
ANKS1A	RNF43	1.0
AP3D1	RNF43	1.0
AP4E1	RNF43	1.0
APBB1	RNF43	1.0
ARFGAP3	RNF43	1.0
ARHGAP21	RNF43	1.0
ARHGAP32	RNF43	1.0
ARID1A	RNF43	1.0
ATP2B3	RNF43	1.0
ATXN2	RNF43	1.0
C11orf49	RNF43	1.0
CAMLG	RNF43	1.0
CAMSAP1	RNF43	1.0
CANX	RNF43	1.0
CASKIN2	RNF43	1.0
CCDC77	RNF43	1.0
CCDC85C	RNF43	1.0
CCDC88A	RNF43	1.0
CDK1	RNF43	1.0
CEP55	RNF43	1.0
CKAP5	RNF43	1.0
CNOT1	RNF43	1.0
CTNND1	RNF43	1.0
DDX5	RNF43	1.0
DLG5	RNF43	1.0
DNMBP	RNF43	1.0
EHBP1	RNF43	1.0
EIF4ENIF1	RNF43	1.0
EMD	RNF43	1.0
EPB41L4B	RNF43	1.0
EPB41L5	RNF43	1.0
EPHA2	RNF43	1.0
ESYT1	RNF43	1.0
EXOC4	RNF43	1.0
EXPH5	RNF43	1.0
FAM171B	RNF43	1.0
FIP1L1	RNF43	1.0
FRS2	RNF43	1.0
FUBP3	RNF43	1.0
G3BP1	RNF43	1.0
GAPVD1	RNF43	1.0
GGA3	RNF43	1.0
GIGYF1	RNF43	1.0
GLI3	RNF43	1.0
GOLGA2	RNF43	1.0
GOLGB1	RNF43	1.0
GORASP2	RNF43	1.0
GTF2A1	RNF43	1.0
HAUS6	RNF43	1.0
HELZ	RNF43	1.0
HGS	RNF43	1.0
HNRNPA1	RNF43	1.0
HNRNPA2B1	RNF43	1.0
HNRNPA3	RNF43	1.0
HNRNPM	RNF43	1.0
HSP90B1	RNF43	1.0
HSPA5	RNF43	1.0
HYOU1	RNF43	1.0
IRAK1	RNF43	1.0
IRS4	RNF43	1.0
ITSN1	RNF43	1.0
JMJD1C	RNF43	1.0
KCNB2	RNF43	1.0
KHDRBS1	RNF43	1.0
KIAA1217	RNF43	1.0
KIAA1549	RNF43	1.0
KIDINS220	RNF43	1.0
LATS2	RNF43	1.0
LBR	RNF43	1.0
LEMD3	RNF43	1.0
LIMD1	RNF43	1.0
LPP	RNF43	1.0
LRRC7	RNF43	1.0
LZTS2	RNF43	1.0
MACF1	RNF43	1.0
MAGED1	RNF43	1.0
MAP4K4	RNF43	1.0
MAP7D3	RNF43	1.0
MATR3	RNF43	1.0
MIA3	RNF43	1.0
MIS18BP1	RNF43	1.0
MKI67	RNF43	1.0
MTDH	RNF43	1.0
MTMR6	RNF43	1.0
MYO6	RNF43	1.0
N4BP1	RNF43	1.0
NAP1L1	RNF43	1.0
NAP1L4	RNF43	1.0
NBR1	RNF43	1.0
NDC1	RNF43	1.0
NEDD1	RNF43	1.0
NFX1	RNF43	1.0
NHS	RNF43	1.0
NKD2	RNF43	1.0
NUDT21	RNF43	1.0
NUFIP2	RNF43	1.0
NUMB	RNF43	1.0
NUP107	RNF43	1.0
NUP133	RNF43	1.0
NUP153	RNF43	1.0
NUP155	RNF43	1.0
OCLN	RNF43	1.0
P4HB	RNF43	1.0
PARD3	RNF43	1.0
PDE3B	RNF43	1.0
PDIA3	RNF43	1.0
PDIA6	RNF43	1.0
PDLIM7	RNF43	1.0
PDZD4	RNF43	1.0
PEAK1	RNF43	1.0
PICALM	RNF43	1.0
PLEKHA1	RNF43	1.0
PLEKHA7	RNF43	1.0
PLSCR3	RNF43	1.0
PNN	RNF43	1.0
PPP1R13B	RNF43	1.0
PRDX4	RNF43	1.0
PTPN13	RNF43	1.0
PTPN14	RNF43	1.0
RAB11FIP5	RNF43	1.0
RABL6	RNF43	1.0
RANBP2	RNF43	1.0
RASAL2	RNF43	1.0
RBM10	RNF43	1.0
RNF43	RPS7	1.0
RNF43	SCRIB	1.0
RNF43	SEC16A	1.0
RNF43	SEC23IP	1.0
RNF43	SEC24A	1.0
RNF43	SEC24B	1.0
RNF43	SECISBP2	1.0
RNF43	SERPINH1	1.0
RNF43	SH3GL1	1.0
RNF43	SH3GL3	1.0
RNF43	SH3RF1	1.0
RNF43	SIN3B	1.0
RNF43	SLC12A2	1.0
RNF43	SMG7	1.0
RNF43	SMPD4	1.0
RNF43	SNAP23	1.0
RNF43	SNRPE	1.0
RNF43	SQSTM1	1.0
RNF43	STAM	1.0
RNF43	STBD1	1.0
RNF43	STIM2	1.0
RNF43	STK38	1.0
RNF43	STOM	1.0
RNF43	SUMO2	1.0
RNF43	SVIL	1.0
RNF43	SYAP1	1.0
RNF43	SYNM	1.0
RNF43	TAB2	1.0
RNF43	TAB3	1.0
RNF43	TACC1	1.0
RNF43	TANC1	1.0
RNF43	TBC1D31	1.0
RNF43	TCERG1	1.0
RNF43	TCF20	1.0
RNF43	TES	1.0
RNF43	TJP1	1.0
RNF43	TMEM201	1.0
RNF43	TMEM209	1.0
RNF43	TNRC6A	1.0
RNF43	TNRC6B	1.0
RNF43	TDO2	1.0
RNF43	TOR1AIP1	1.0
RNF43	TP53BP2	1.0
RNF43	TRIM13	1.0
RNF43	TRIM9	1.0
RNF43	TRIP11	1.0
RNF43	TRIP6	1.0
RNF43	TTK	1.0
RNF43	TTN	1.0
RNF43	UBXN4	1.0
RNF43	UNC45A	1.0
RNF43	UTRN	1.0
RNF43	VAMP8	1.0
RNF43	VCPIP1	1.0
RNF43	VIM	1.0
RNF43	XRN1	1.0
RNF43	YWHAE	1.0
RNF43	ZC3HAV1	1.0
RNF43	ZDHHC5	1.0
RNF43	ZDHHC8	1.0
RNF43	ZFYVE16	1.0
RNF43	ZNF318	1.0
RNF43	ZNF638	1.0
ATG13	ATG9A	1.0
ATG101	ATG9A	1.0
AP3B1	ATG9A	1.0
AP4M1	ATG9A	1.0
ATG9A	SQSTM1	1.0
PES1	TRIM23	1.0
DSC2	SOX2	1.0
DSC3	SOX2	1.0
DSG3	SOX2	1.0
ECM1	SOX2	1.0
EEF1B2	SOX2	1.0
EEF1G	SOX2	1.0
EHD4	SOX2	1.0
EIF2AK2	SOX2	1.0
